idiom_word,idiom_meaning
দেখ্‌ তো তোর না দেখ্‌ তো মোরে,চুরির আচরণ
দেখন হাসি,দেখা হলেই হাসে এমন
দেখনাই,বাহ্য চালচলন
দেখ-ভালো করা,অনুসন্ধান করা
দেখ্‌ সিঁদুরে,বাহ্য সৌন্দর্যিশিষ্ট
দেখাদেখি,অনুকরণ বা পরস্পর সাক্ষাৎ
দেখা যাক,ফলের আশায় বসে থাকা
দেখাশুনা,অনুসন্ধান বা তত্ত্বাবধান
দেখাসাক্ষাৎ,পরস্পর সাক্ষাৎ ও আলাপ
দেখিয়ে দেওয়া,শেখানো বা জব্দ করা
দেখে নেওয়া,প্রতিশোধ নেওয়ার ভয় দেখানো
দেখেশুনে,সাবধানে বা সতর্কভাবে বিচার করে
দেদোর মর্ম দেদোয় জানে,ভুক্তভোগীই ব্যথা বোঝে
দেনমোহর,মুসলমানদের বিবাহে স্ত্রীকে দেওয়া যৌতুক
দেনাপাওনা,দেয় পরিশোধ ও প্রাপ্যের প্রাপ্তি
দেবপুরী,অতি সুন্দর ভবন
দেবর লক্ষণ,আদর্শবান অনুগত দেবর
দেবা,তুচ্ছার্থে পুরুষ বা স্বামী
দেমাগ,অহঙ্কার বা মস্তিষ্ক
দেয়াল তুলে দেওয়া,দেখা-সাক্ষাৎ বন্ধ বা ব্যবধান সৃষ্টি
দেয়ালে পিঠ ঠেকে যাওয়া,উপায়হীন অবস্থা
দেয়ালে মাথা ঠোকা,অনুশোচনায় কষ্ট বা নিস্ফল চেষ্টা
দেয়ালেরও কান আছে,কোন কথা গোপন নয়
দেরপোদি,অসতী নারী বা কৌতুকচ্ছলে নাতিনী
দেশ-কাল-পাত্র,"স্থান, সময় ও পরিবেশ"
দেহ মাটি করা,কঠোর পরিশ্রম করা
দেহাত,গ্রাম্য বা গেঁয়ো
দেহি দেহি রব,তীব্র আকাঙ্ক্ষা ও লোভ
দৈত্যকুলে প্রহ্লাদ,কুবংশে সুসন্তান
দৈত্য-দানো,অনিষ্টকারী শক্তি
দৈনন্দিন,প্রতিদিনের কাজ
দৈবাৎ,হঠাৎ
দো-আঁশলা,অকুলীন বা নীতিভ্রষ্ট
দোজোবর,দ্বিতীয়বার বিবাহপ্রার্থী পুরুষ
দোটানা,দ্বিধা
দোনোমনা,বিচারে অস্থিরতা
দোরগোড়া,দরজার সামনে বা খুব কাছে
দোর ধরা,ধর্ণা দেওয়া
দোলাচল,অনিশ্চয়তা বা দ্বিধা
দোষত্রুটি,খুঁত বা ভুল
দোষৈকদর্শী,কেবল দোষ দেখে বেড়ায়
দোসর লক্ষ্মণ,আদর্শ সঙ্গী
দোহন করা,শোষণ করা
দোহার,সহকারী বা ধুয়া ধরে গানকারী
দোহারা,মাঝারি গড়নবিশিষ্ট
দৌড়,ব্যঙ্গে ক্ষমতা
দৌড়ঝাঁপ,ছূটোছুটি বা ব্যস্ততা
দৌড় মারা,বেগে পলায়ন করা
দৌলত,প্রভাব প্রতিপত্তি
দ্বিচারিণী,কুলটা
দ্বিজজিহ্ব,পরস্পরবিরোধী উক্তিকারী
দ্বিমত,পরস্পরবিরোধী দুই মত
দ্বিরুক্তি,আপত্তিজ্ঞাপন
দ্বীপান্তর,দূরবর্তী দ্বীপে নির্বাসন
দ্বৈপায়নতা,দ্বীপে বসতি
দ্ব্যর্থহীন,স্পষ্টভাষায়
ধড়াচূড়া,ভারী সাজপোষাক
ধড়ে প্রাণ আসা,বিপদমুক্ত হয়ে স্বস্তির নিশ্বাস ফেলা
ধনঞ্জয়ের পালা,বিলক্ষণ প্রহারের পালা
ধনদাস,ধনলাভের জন্য হীনতা স্বীকারকারী
ধনপিশাচ,অত্যন্ত ধনলোভী ও কৃপণ
ধনপ্রিয়া,অর্থ ভালবাসে এমন নারী
ধনুক ভাঙা/ধনুর্ভঙ্গ পণ,অতি কঠিন ও দৃঢ় প্রতিজ্ঞা
ধনুর্ধর,ব্যঙ্গে বাহাদুর বা কেরামতি দেখানো ব্যক্তি
ধনেশ্বর,কুবের
ধন্বন্তরি,অদ্বিতীয় চিকিৎসক
